unique_number;id_no;rev_bis;name_en;name_fr;short_description_en;short_description_fr;justification_en;justification_fr;date_inscribed;secondary_dates;danger;date_end;danger_list;longitude;latitude;area_hectares;C1;C2;C3;C4;C5;C6;N7;N8;N9;N10;criteria_txt;category;category_short;states_name_en;states_name_fr;region_en;region_fr;iso_code;udnp_code;transboundary
30;27;;Mesa Verde National Park;Parc national de Mesa Verde;<p>A great concentration of ancestral Pueblo Indian dwellings, built from the 6th to the 12th century, can be found on the Mesa Verde plateau in south-west Colorado at an altitude of more than 2,600 m. Some 4,400 sites have been recorded, including villages built on the Mesa top. There are also imposing cliff dwellings, built of stone and comprising more than 100 rooms.</p>;<p>Dans l'extrême sud-ouest de l'État du Colorado, le plateau de Mesa Verde, qui atteint plus de 2 600 m d'altitude, abrite une énorme concentration d'habitats indiens ancestraux dans des « pueblos » construits du VI<sup>e</sup> au XII<sup>e</sup> siècle. Les quelque 4 400 sites recensés comprennent des villages bâtis au sommet de la Mesa et des habitations aménagées sur les falaises, construites en pierre et pouvant comporter plus de 100 pièces.</p>;;;1978;;0;;;-108,4855556;37,26166667;21043;0;0;1;0;0;0;0;0;0;0;(iii);Cultural;C;United States of America;États-Unis d'Amérique;Europe and North America;Europe et Amérique du Nord;us;usa;0
31;28;;Yellowstone National Park;Parc national de Yellowstone;"<p>The vast natural forest of Yellowstone National Park covers nearly 9,000 km<sup>2</sup> ; 96% of the park lies in Wyoming, 3% in Montana and 1% in Idaho. Yellowstone contains half of all the world's known geothermal features, with more than 10,000 examples. It also has the world's largest concentration of geysers (more than 300 geyers, or two thirds of all those on the planet). Established in 1872, Yellowstone is equally known for its wildlife, such as grizzly bears, wolves, bison and wapitis.</p>";<p>La vaste forêt naturelle du parc national de Yellowstone couvre près de 9 000 km<sup>2</sup> , dont 96 % dans le Wyoming, 3 % dans le Montana et 1% dans l'Idaho. On trouve à Yellowstone plus de 10 000 caractéristiques thermales, soit plus de la moitié des phénomènes géothermiques du monde. Le parc possède également la plus forte concentration mondiale de geysers, 300 environ qui représentent les 2/3 des geysers de la planète. Créé en 1872, le parc est également connu pour sa faune sauvage qui comprend l'ours grizzli, le loup, le bison et le wapiti.</p>;;;1978;;0;2003;P 1995-2003;-110,82778;44,46056;898349;0;0;0;0;0;0;1;1;1;1;(vii)(viii)(ix)(x);Natural;N;United States of America;États-Unis d'Amérique;Europe and North America;Europe et Amérique du Nord;us;usa;0
81;75;;Grand Canyon National Park;Parc national du Grand Canyon;<p>Carved out by the Colorado River, the Grand Canyon (nearly 1,500 m deep) is the most spectacular gorge in the world. Located in the state of Arizona, it cuts across the Grand Canyon National Park. Its horizontal strata retrace the geological history of the past 2 billion years. There are also prehistoric traces of human adaptation to a particularly harsh environment.</p>;<p>Sculpté par le Colorado, le Grand Canyon, de près de 1 500 m de profondeur, est la gorge la plus spectaculaire du monde. Situé dans l'Arizona, il traverse le parc national du Grand Canyon. Ses strates horizontales retracent une histoire géologique s'étendant sur 2 milliards d'années. On y trouve aussi les vestiges préhistoriques d'une adaptation humaine à un environnement particulièrement rude.</p>;;;1979;;0;;;-112,0905556;36,10083333;493270;0;0;0;0;0;0;1;1;1;1;(vii)(viii)(ix)(x);Natural;N;United States of America;États-Unis d'Amérique;Europe and North America;Europe et Amérique du Nord;us;usa;0
82;76;;Everglades National Park;Parc national des Everglades;<p>This site at the southern tip of Florida has been called 'a river of grass flowing imperceptibly from the hinterland into the sea'. The exceptional variety of its water habitats has made it a sanctuary for a large number of birds and reptiles, as well as for threatened species such as the manatee.</p>;<p>De ce site qui se trouve à la pointe sud de la Floride, on a dit qu'il était un fleuve d'herbe coulant imperceptiblement de l'intérieur des terres vers la mer. L'exceptionnelle variété de ses habitats aquatiques en fait le sanctuaire d'un nombre considérable d'oiseaux, de reptiles et d'espèces menacées comme le lamantin.</p>;;;1979;;1;2007;Y 2010 P 1993-2007;-80,99638889;25,55444444;567017;0;0;0;0;0;0;0;1;1;1;(viii)(ix)(x);Natural;N;United States of America;États-Unis d'Amérique;Europe and North America;Europe et Amérique du Nord;us;usa;0
84;78;;Independence Hall;Independence Hall;<p>The Declaration of Independence (1776) and the Constitution of the United States (1787) were both signed in this building in Philadelphia. The universal principles of freedom and democracy set forth in these documents are of fundamental importance to American history and have also had a profound impact on law-makers around the world.</p>;<p>La Déclaration d'indépendance et la Constitution des États-Unis ont été toutes deux signées dans ce bâtiment de Philadelphie, respectivement en 1776 et 1787. Les principes universels de liberté et de démocratie énoncés dans ces documents sont fondamentaux pour l'histoire américaine et ont eu un profond impact sur les législateurs à travers le monde depuis leur adoption.</p>;;;1979;;0;;;-75,15;39,94861111;2;0;0;0;0;0;1;0;0;0;0;(vi);Cultural;C;United States of America;États-Unis d'Amérique;Europe and North America;Europe et Amérique du Nord;us;usa;0
147;134;;Redwood National and State Parks;Parcs d'État et national Redwood;<p>Redwood National Park comprises a region of coastal mountains bordering the Pacific Ocean north of San Francisco. It is covered with a magnificent forest of coastal redwood trees, the tallest and most impressive trees in the world. The marine and land life are equally remarkable, in particular the sea lions, the bald eagle and the endangered California brown pelican.</p>;<p>Région de montagnes longeant le Pacifique au nord de San Francisco, le parc national Redwood est couvert d'une magnifique forêt de séquoias à feuilles d’if – arbres les plus hauts et les plus impressionnants du monde. La faune marine et terrestre y est également remarquable, avec en particulier le lion de mer, l'aigle chauve et le pélican brun de Californie, une espèce menacée.</p>;;;1980;;0;;;-123,9980556;41,37388889;41571;0;0;0;0;0;0;1;0;1;0;(vii)(ix);Natural;N;United States of America;États-Unis d'Amérique;Europe and North America;Europe et Amérique du Nord;us;usa;0
168;150;;Mammoth Cave National Park;Parc national de Mammoth Cave;<p>Mammoth Cave National Park, located in the state of Kentucky, has the world's largest network of natural caves and underground passageways, which are characteristic examples of limestone formations. The park and its underground network of more than 560 surveyed km of passageways are home to a varied flora and fauna, including a number of endangered species.</p>;<p>Situé dans l'État du Kentucky, le parc national de Mammoth Cave contient le plus grand réseau de cavernes et de galeries souterraines naturelles du monde, exemples caractéristiques de formations calcaires. Le parc et son réseau souterrain de plus de 560 km abritent une flore et une faune variées, comprenant plusieurs espèces menacées.</p>;;;1981;;0;;;-86,10305556;37,18722222;21191;0;0;0;0;0;0;1;1;0;1;(vii)(viii)(x);Natural;N;United States of America;États-Unis d'Amérique;Europe and North America;Europe et Amérique du Nord;us;usa;0
169;151;;Olympic National Park;Parc national Olympique;<p>Located in the north-west of Washington State, Olympic National Park is renowned for the diversity of its ecosystems. Glacier-clad peaks interspersed with extensive alpine meadows are surrounded by an extensive old growth forest, among which is the best example of intact and protected temperate rainforest in the Pacific Northwest. Eleven major river systems drain the Olympic mountains, offering some of the best habitat for anadromous fish species in the country. The park also includes 100 km of wilderness coastline, the longest undeveloped coast in the contiguous United States, and is rich in native and endemic animal and plant species, including critical populations of the endangered northern spotted owl, marbled murrelet and bull trout.</p>;<p>Situé au nord-ouest de l'État de Washington, le parc national Olympique est célèbre pour la diversité de ses écosystèmes. Des pics couronnés de glaciers parsemés de grandes prairies alpines sont entourés d'une vaste forêt ancienne où se trouve le meilleur exemple de forêt pluviale tempérée intacte et protégée de tout le nord-ouest du Pacifique. Onze grands réseaux fluviaux drainent le massif, offrant le meilleur habitat aux espèces de poissons anadromes du pays. Le parc comprend également 100 km de côtes rocheuses sauvages, un record pour les États-Unis, et il compte de nombreuses espèces animales et végétales indigènes et endémiques, dont des populations essentielles menacées de chouettes tachetées du Nord, de guillemots marbrés et d'ombles à tête plate.</p>;;;1981;;0;;;-123,4488889;47,74833333;369659,8;0;0;0;0;0;0;1;0;1;0;(vii)(ix);Natural;N;United States of America;États-Unis d'Amérique;Europe and North America;Europe et Amérique du Nord;us;usa;0
2191;198;;Cahokia Mounds State Historic Site;Site historique d'Etat des Cahokia Mounds;<p>Cahokia Mounds, some 13 km north-east of St Louis, Missouri, is the largest pre-Columbian settlement north of Mexico. It was occupied primarily during the Mississippian period (800–1400), when it covered nearly 1,600 ha and included some 120 mounds. It is a striking example of a complex chiefdom society, with many satellite mound centres and numerous outlying hamlets and villages. This agricultural society may have had a population of 10–20,000 at its peak between 1050 and 1150. Primary features at the site include Monks Mound, the largest prehistoric earthwork in the Americas, covering over 5 ha and standing 30 m high.</p>;<p>Le site des Cahokia Mounds, à environ 13 km au nord de Saint Louis, Missouri, représente le plus grand foyer de peuplement précolombien au nord du Mexique. Il a été occupé essentiellement pendant le mississippien (800-1400), période où il couvrait 1 600 ha et comptait quelque 120 tumulus. C'est un remarquable exemple de société complexe fondée sur la chefferie et comprenant beaucoup de tumulus satellites et de nombreux hameaux et villages excentrés. Cette société agricole pourrait avoir atteint une population de 10 000 à 20 000 habitants à son apogée entre 1050 et 1150. Parmi les lieux essentiels du site, il faut noter Monks Mound, le plus grand ouvrage préhistorique en terre des Amériques, qui couvre plus de 5 ha et fait 3 m de haut.</p>;;;1982;;0;;;-90,06138889;38,65861111;541;0;0;1;1;0;0;0;0;0;0;(iii)(iv);Cultural;C;United States of America;États-Unis d'Amérique;Europe and North America;Europe et Amérique du Nord;us;usa;0
289;259;;Great Smoky Mountains National Park;Parc national des Great Smoky Mountains;<p>Stretching over more than 200,000 ha, this exceptionally beautiful park is home to more than 3,500 plant species, including almost as many trees (130 natural species) as in all of Europe. Many endangered animal species are also found there, including what is probably the greatest variety of salamanders in the world. Since the park is relatively untouched, it gives an idea of temperate flora before the influence of humankind.</p>;<p>S'étendant sur plus de 200 000 ha, ce parc d'une beauté exceptionnelle abrite plus de 3 500 espèces végétales, dont presque autant d'arbres (130 essences naturelles) que l'Europe tout entière. On y trouve aussi de nombreuses espèces animales menacées avec, probablement, la plus grande variété de salamandres au monde. Resté relativement à l'écart, il donne une idée de la flore tempérée avant l'influence de l'homme.</p>;;;1983;;0;;;-83,43555556;35,59305556;209000;0;0;0;0;0;0;1;1;1;1;(vii)(viii)(ix)(x);Natural;N;United States of America;États-Unis d'Amérique;Europe and North America;Europe et Amérique du Nord;us;usa;0
2192;266;;La Fortaleza and San Juan National Historic Site in Puerto Rico;La Fortaleza et le site historique national de San Juan à Porto Rico ;<p>Between the <span>16th and 20th </span> centuries, a series of defensive structures was built at this strategic point in the Caribbean Sea to protect the city and the Bay of San Juan. They represent a fine display of European military architecture adapted to harbour sites on the American continent.</p>;<p>Point stratégique de la mer des Caraïbes, la baie de San Juan s'est couverte du XVI<sup>e</sup> au XX<sup>e</sup> siècle d'ouvrages défensifs qui présentent un répertoire varié de l'architecture militaire européenne adaptée aux sites portuaires du continent américain.</p>;;;1983;;0;;;-66,125;18,46666667;33,39;0;0;0;0;0;1;0;0;0;0;(vi);Cultural;C;United States of America;États-Unis d'Amérique;Europe and North America;Europe et Amérique du Nord;us;usa;0
346;307;;Statue of Liberty;Statue de la Liberté;<p>Made in Paris by the French sculptor Bartholdi, in collaboration with Gustave Eiffel (who was responsible for the steel framework), this towering monument to liberty was a gift from France on the centenary of American independence. Inaugurated in 1886, the sculpture stands at the entrance to New York Harbour and has welcomed millions of immigrants to the United States ever since.</p>;<p>Exécutée à Paris par le sculpteur Bartholdi avec la collaboration de Gustave Eiffel pour la charpente métallique, la statue colossale de la Liberté éclairant le monde fut offerte par la France pour le centenaire de l'indépendance des États-Unis. Inaugurée en 1886, elle a accueilli depuis lors à l'entrée du port de New York des millions d'immigrants venus peupler les États-Unis.</p>;;;1984;;0;;;-74,04472222;40,68944444;5,95;1;0;0;0;0;1;0;0;0;0;(i)(vi);Cultural;C;United States of America;États-Unis d'Amérique;Europe and North America;Europe et Amérique du Nord;us;usa;0
347;308;;Yosemite National Park;Parc national de Yosemite;<p>Yosemite National Park lies in the heart of California. With its 'hanging' valleys, many waterfalls, cirque lakes, polished domes, moraines and U-shaped valleys, it provides an excellent overview of all kinds of granite relief fashioned by glaciation. At 600–4,000 m, a great variety of flora and fauna can also be found here.</p>;<p>Au cœur de la Californie, le parc national de Yosemite, avec ses vallées suspendues, ses cascades innombrables, ses lacs de cirque, ses dômes polis, ses moraines et ses vallées en U, permet d'observer toutes les formes d'un relief granitique façonné par les glaciations. S'étageant de 600 à 4 000 m d'altitude, il abrite en outre une flore et une faune extrêmement variées.</p>;;;1984;;0;;;-119,5966667;37,74611111;307934;0;0;0;0;0;0;1;1;0;0;(vii)(viii);Natural;N;United States of America;États-Unis d'Amérique;Europe and North America;Europe et Amérique du Nord;us;usa;0
405;353;rev;Chaco Culture;La culture chaco;<p>For over 2,000 years, Pueblo peoples occupied a vast region of the south-western United States. Chaco Canyon, a major centre of ancestral Pueblo culture between 850 and 1250, was a focus for ceremonials, trade and political activity for the prehistoric Four Corners area. Chaco is remarkable for its monumental public and ceremonial buildings and its distinctive architecture – it has an ancient urban ceremonial centre that is unlike anything constructed before or since. In addition to the Chaco Culture National Historical Park, the World Heritage property includes the Aztec Ruins National Monument and several smaller Chaco sites managed by the Bureau of Land Management.</p>;<p>Pendant plus de 2 000 ans, les peuples pueblo ont occupé une vaste région au sud-ouest des États-Unis. Chaco Canyon, grand foyer de la culture ancestrale pueblo entre 850 et 1250, était un centre cérémoniel, commerçant et politique de la région préhistorique des Four Corners. Chaco est remarquable par ses bâtiments publics et cérémoniels monumentaux et son architecture caractéristique qui en font un ancien centre cérémoniel unique en son genre. Outre le parc national historique de la culture chaco, le bien du patrimoine mondial comprend le Monument national des ruines aztèques et plusieurs plus petits sites chaco gérés par le Bureau pour l'aménagement du territoire.</p>;;;1987;;0;;;-107,9708333;36,06377778;14261;0;0;1;0;0;0;0;0;0;0;(iii);Cultural;C;United States of America;États-Unis d'Amérique;Europe and North America;Europe et Amérique du Nord;us;usa;0
472;409;;Hawaii Volcanoes National Park;Parc national des volcans d'Hawaï;<p>This site contains two of the most active volcanoes in the world, Mauna Loa (4,170 m high) and Kilauea (1,250 m high), both of which tower over the Pacific Ocean. Volcanic eruptions have created a constantly changing landscape, and the lava flows reveal surprising geological formations. Rare birds and endemic species can be found there, as well as forests of giant ferns.</p>;<p>Deux des volcans les plus actifs du monde, le Mauna Loa (4 170 m) et le Kilauea, y dominent l'océan Pacifique. Le paysage, qui change au gré des éruptions volcaniques et des coulées de lave, révèle de surprenantes formations géologiques. On y trouve des oiseaux rares et des espèces endémiques, ainsi que des forêts de fougères géantes.</p>;;;1987;;0;;;-155,1236111;19,40083333;87940;0;0;0;0;0;0;0;1;0;0;(viii);Natural;N;United States of America;États-Unis d'Amérique;Europe and North America;Europe et Amérique du Nord;us;usa;0
2126;442;;Monticello and the University of Virginia in Charlottesville;Monticello et Université de Virginie à Charlottesville;<p>Thomas Jefferson (1743–1826), author of the American Declaration of Independence and third president of the United States, was also a talented architect of neoclassical buildings. He designed Monticello (1769–1809), his plantation home, and his ideal 'academical village' (1817–26), which is still the heart of the University of Virginia. Jefferson's use of an architectural vocabulary based upon classical antiquity symbolizes both the aspirations of the new American republic as the inheritor of European tradition and the cultural experimentation that could be expected as the country matured.</p>;<p>Thomas Jefferson (1743-1826), auteur de la Déclaration d'indépendance américaine et troisième président des États-Unis, était aussi un architecte de talent, auteur de bâtiments néoclassiques. Il a conçu Monticello (1769-1809), la résidence de sa plantation, ainsi que son « village académique » idéal (1817-1826), qui constitue toujours le cœur de l'université de Virginie. L'utilisation par Jefferson d'un vocabulaire architectural inspiré des antiquités classiques symbolise à la fois les aspirations de la nouvelle république américaine en tant qu'héritière des traditions européennes et l'expérimentation culturelle à laquelle on pouvait s'attendre à mesure que le pays parvenait à sa maturité.</p>;;;1987;;0;;;-78,50388889;38,03277778;795,96;1;0;0;1;0;1;0;0;0;0;(i)(iv)(vi);Cultural;C;United States of America;États-Unis d'Amérique;Europe and North America;Europe et Amérique du Nord;us;usa;0
573;492;rev;Taos Pueblo;Taos Pueblo;<p>Situated in the valley of a small tributary of the Rio Grande, this adobe settlement – consisting of dwellings and ceremonial buildings – represents the culture of the Pueblo Indians of Arizona and New Mexico.</p>;<p>Dans la vallée d'un petit affluent du Rio Grande, cet ensemble d'habitations et de centres cérémoniels en adobe est représentatif de la culture des Indiens Pueblo de l'Arizona et du Nouveau-Mexique.</p>;;;1992;;0;;;-105,54167;36,43889;19,01;0;0;0;1;0;0;0;0;0;0;(iv);Cultural;C;United States of America;États-Unis d'Amérique;Europe and North America;Europe et Amérique du Nord;us;usa;0
852;721;;Carlsbad Caverns National Park;Parc national des grottes de Carlsbad;<p>This karst landscape in the state of New Mexico comprises over 80 recognized caves. They are outstanding not only for their size but also for the profusion, diversity and beauty of their mineral formations. Lechuguilla Cave stands out from the others, providing an underground laboratory where geological and biological processes can be studied in a pristine setting.</p>;<p>Situé dans l'État du Nouveau-Mexique, ce paysage karstique comprend plus de 80 grottes connues, remarquables par leurs dimensions et l'abondance, la diversité et la beauté de leurs formations minérales. La grotte de Lechuguilla se distingue des autres et offre un véritable laboratoire souterrain où l'on peut étudier les processus géologiques et biologiques dans un environnement inviolé.</p>;;;1995;;0;;;-104,3833333;32,16666667;18926;0;0;0;0;0;0;1;1;0;0;(vii)(viii);Natural;N;United States of America;États-Unis d'Amérique;Europe and North America;Europe et Amérique du Nord;us;usa;0
1672;1326;;Papah?naumoku?kea;Papah?naumoku?kea;<p>Papah?naumoku?kea is a vast and isolated linear cluster of small, low lying islands and atolls, with their surrounding ocean, roughly 250 km to the northwest of the main Hawaiian Archipelago and extending over some 1931 km. The area has deep cosmological and traditional significance for living Native Hawaiian culture, as an ancestral environment, as an embodiment of the Hawaiian concept of kinship between people and the natural world, and as the place where it is believed that life originates and to where the spirits return after death. On two of the islands, Nihoa and Makumanamana, there are archaeological remains relating to pre-European settlement and use. Much of the monument is made up of pelagic and deepwater habitats, with notable features such as seamounts and submerged banks, extensive coral reefs and lagoons. It is one of the largest marine protected areas (MPAs) in the world.</p>;"<p>Papah?naumoku?kea est le nom d'un vaste groupe lin&eacute;aire et isol&eacute; de petites &icirc;les et atolls &agrave; faible altitude (oc&eacute;an autour compris) situ&eacute;es &agrave; pr&egrave;s de 250 km au nord-ouest du principal archipel hawaiien et qui s'&eacute;tendent sur environ 1931 km. Le site poss&egrave;de une signification cosmologique pour les natifs hawaiiens, en tant qu'environnement ancestral, incarnation du concept de parent&eacute; entre les hommes et le monde naturel, berceau de la vie et terre d'accueil des esprits apr&egrave;s la mort. Sur deux des &icirc;les, Nihoa et Makumanamana, on trouve des vestiges arch&eacute;ologiques relatifs au peuplement et &agrave; l'occupation des sols &agrave; l'&eacute;poque pr&eacute;-europ&eacute;enne. C'est aussi une zone d'habitats p&eacute;lagiques et d'eaux profondes avec des caract&eacute;ristiques remarquables telles que des monts sous-marins et des bancs submerg&eacute;s, de vastes r&eacute;cifs coralliens et des lagons. Il s'agit de l'une des aires marines prot&eacute;g&eacute;es les plus vastes du monde.</p>";;;2010;;0;;;-170,14582;25,34907;36207499;0;0;1;0;0;1;0;1;1;1;(iii)(vi)(viii)(ix)(x);Mixed;C/N;United States of America;États-Unis d'Amérique;Europe and North America;Europe et Amérique du Nord;us;usa;0
1978;1435;;Monumental Earthworks of Poverty Point;Tertres monumentaux de Poverty Point;<p>Monumental Earthworks of Poverty Point owes its name to a 19th-century plantation close to the site, which is in the Lower Mississippi Valley on a slightly elevated and narrow landform. The complex comprises five mounds, six concentric semi-elliptical ridges separated by shallow depressions and a central plaza. It was created and used for residential and ceremonial purposes by a society of hunter fisher-gatherers between 3700 and 3100 BP. It is a remarkable achievement in earthen construction in North America that was unsurpassed for at least 2,000 years.</p>;<p>Poverty Point, qui doit son nom à une plantation du XIX<sup>e</sup> siècle proche du site, est situé dans la vallée inférieure du Mississippi, sur un étroit relief légèrement surélevé. Ce vaste ensemble de tertres monumentaux comprend notamment cinq monticules, six crêtes semi-elliptiques concentriques, une esplanade centrale et les vestiges d’une chaussée. Le site a été créé par une société de chasseurs-pêcheurs-cueilleurs entre 3700 et 3100 BP (datation par le carbone 14). Il s’agit d’un remarquable accomplissement dans la construction en terre en Amérique du Nord, qui n’a pas été surpassé pendant au moins 2 000 ans.</p>;;;2014;;0;;;-91,40638889;32,63694444;163;0;0;1;0;0;0;0;0;0;0;(iii);Cultural;C;United States of America;États-Unis d'Amérique;Europe and North America;Europe et Amérique du Nord;us;usa;0
2027;1466;;San Antonio Missions;Missions de San Antonio;<p>The site encompasses a group of five frontier mission complexes situated along a stretch of the San Antonio River basin in southern Texas, as well as a ranch located 37 kilometres to the south. It includes architectural and archaeological structures, farmlands, residencies, churches and granaries, as well as water distribution systems. The complexes were built by Franciscan missionaries in the 18<sup>th</sup> century and illustrate the Spanish Crown’s efforts to colonize, evangelize and defend the northern frontier of New Spain. The San Antonio Missions are also an example of the interweaving of Spanish and Coahuiltecan cultures, illustrated by a variety of features, including the decorative elements of churches, which combine Catholic symbols with indigenous designs inspired by nature.</p>;<p>Il s’agit d’une série de cinq ensembles d’avant-postes religieux, de part et d’autre de la rivière San Antonio, dans l’Etat du Texas, ainsi que d’un ranch situé à 37 kilomètres au sud. Le bien se compose notamment de structures architecturales et archéologiques, de terres agricoles, d’habitations, d’églises, de greniers ou encore de systèmes de distribution de l’eau. Fondé par les missionnaires franciscains au XVIIIe siècle, le bien illustre les efforts déployés par la couronne espagnole pour coloniser, évangéliser et défendre la frontière nord de la Nouvelle Espagne. Les missions de San Antonio sont également un exemple de l’imbrication des cultures espagnole et coahuiltèque, illustrés entre autre par les éléments décoratifs des églises qui associent les symboles catholiques avec l’esthétique naturaliste autochtone.</p>;;;2015;;0;;;-98,46;29,32805556;300,8;0;1;0;0;0;0;0;0;0;0;(ii);Cultural;C;United States of America;États-Unis d'Amérique;Europe and North America;Europe et Amérique du Nord;us;usa;0
2322;1496;;The 20th-Century Architecture of Frank Lloyd Wright;Les œuvres architecturales du XXe siècle de Frank Lloyd Wright;<p>The property consists of eight buildings in the United States designed by the architect during the first half of the 20th century. These include well known designs such as Fallingwater (Mill Run, Pennsylvania) and the Guggenheim Museum (New York). All the buildings reflect the ‘organic architecture’ developed by Wright, which includes an open plan, a blurring of the boundaries between exterior and interior and the unprecedented use of materials such as steel and concrete. Each of these buildings offers innovative solutions to the needs for housing, worship, work or leisure. Wright's work from this period had a strong impact on the development of modern architecture in Europe.</p>;Le bien regroupe huit édifices conçus par l’architecte aux États-Unis durant la première moitié du XXe siècle, parmi lesquels les créations bien connues comme la Maison sur la cascade (Mill Run, Pennsylvanie) et le musée Guggenheim (New York). Ces édifices témoignent de « l’architecture organique » élaborée par Wright, qui se caractérise notamment par un plan ouvert, un estompement des limites entre l’extérieur et l’intérieur, et l’emploi inédit de matériaux tels que l’acier et le béton. Chacun de ces bâtiments présente des solutions novatrices pour répondre aux besoins en matière de logement, de lieux de culte, de travail ou de loisirs. Les œuvres de Wright de cette période ont eu un impact important sur le développement de l’architecture moderne en Europe.;;;2019;;0;;;-79,46647556;39,90557083;25,723;0;1;0;0;0;0;0;0;0;0;(ii);Cultural;C;United States of America;États-Unis d'Amérique;Europe and North America;Europe et Amérique du Nord;us;usa;0
881;747;;Historic Quarter of the City of Colonia del Sacramento;Quartier historique de la ville de Colonia del Sacramento;<p>Founded by the Portuguese in 1680 on the Río de la Plata, the city was of strategic importance in resisting the Spanish. After being disputed for a century, it was finally lost by its founders. The well-preserved urban landscape illustrates the successful fusion of the Portuguese, Spanish and post-colonial styles.</p>;<p>Fondée par les Portugais en 1680 sur le Río de la Plata, la ville avait une fonction stratégique face à l'Empire espagnol. Disputée pendant un siècle, elle fut finalement perdue par ses fondateurs. Son paysage urbain préservé, mélange de solennité et d'intimité, est un exemple de la fusion réussie des styles portugais, espagnol et postcolonial.</p>;;;1995;;0;;;-57,849898;-34,47119;19;0;0;0;1;0;0;0;0;0;0;(iv);Cultural;C;Uruguay;Uruguay;Latin America and the Caribbean;Amérique latine et Caraïbes;uy;ury;0
2025;1464;;Fray Bentos Industrial Landscape;Paysage industriel de Fray Bentos;<p>Located on land projecting into the Uruguay River west of the town of Fray Bentos, the industrial complex was built following the development of a factory founded in 1859 to process meat produced on the vast prairies nearby. The site illustrates the whole process of meat sourcing, processing, packing and dispatching. It includes buildings and equipment of the Liebig Extract of Meat Company, which exported meat extract and corned-beef to the European market from 1865 and the Anglo Meat Packing Plant, which exported frozen meat from 1924. Through its physical location, industrial and residential buildings as well as social institutions, the site presents an illustration of the entire process of meat production on a global scale.</p>;<p>Construit sur une avancée de terre sur le fleuve Uruguay, à l’ouest de la ville de Fray Bentos, le complexe industriel est né du développement d’une usine de salaison de viandes fondée en 1859 dans le but de tirer partie de l’élevage de bétail qu’abritaient les immenses prairies voisines. Illustrant toute la chaîne de la viande – approvisionnement, transformation, emballage et expédition - le site comprend des bâtiments et des équipements de la Liebig Extract of Meat Company, qui exporta du concentré de viande et du <em>corned-beef</em> sur le marché européen à partir de 1865 et de l’Anglo Meat Packing Plant, qui exporta de la viande surgelée à partir de 1924. La combinaison du lieu, de l’ensemble industriel, des logements et des institutions sociales présents sur le site permet de comprendre tout le processus d’une production de viande d’envergure mondiale.</p>;;;2015;;0;;;-58,33166667;-33,11777778;273,8;0;1;0;1;0;0;0;0;0;0;(ii)(iv);Cultural;C;Uruguay;Uruguay;Latin America and the Caribbean;Amérique latine et Caraïbes;uy;ury;0
2324;1612;;The work of engineer Eladio Dieste: Church of Atlántida;L’œuvre de l’ingénieur Eladio Dieste : Église d’Atlántida;<p>The Church of Atlántida with its belfry and underground baptistery is located in Estación Atlántida, 45 km away from Montevideo. Inspired by Italian paleo-Christian and medieval religious architecture, the modernistic Church complex, inaugurated in 1960, represents a novel utilization of exposed and reinforced brick. Built on rectangular plan of one single hall, the church features distinctive undulating walls supporting a similarly undulating roof, composed of a sequence of reinforced brick Gaussian vaults developed by Eladio Dieste (1917-2000). The cylindrical bell-tower, built in openwork exposed brick masonry, rises from the ground to the right of the main church facade, while the underground baptistery is located on the left side of the parvis, accessible from a triangular prismatic entrance and illuminated via a central oculus. The Church provides an eminent example of the remarkable formal and spatial achievements of modern architecture in Latin America during the second part of the 20th century, embodying the search for social equality with a spare use of resources, meeting structural imperatives to great aesthetic effect.</p>;<p>L’église d’Atlántida, avec son clocher et son baptistère souterrain, se dresse à Estación Atlántida, à 45 km de Montevideo. Inspiré par l’architecture religieuse paléochrétienne et médiévale italienne, cet ensemble ecclésial moderniste inauguré en 1960 représente une utilisation novatrice de la brique apparente et armée. L’église de plan rectangulaire possède une unique salle, avec des murs latéraux ondulants qui supportent une toiture, décrivant également des courbes, composée d’une succession de voûtes gaussiennes, toutes en maçonnerie de briques armées conçue par Eliado Dieste (1917-2000). Le clocher cylindrique s’élève à droite de la façade principale et est construit en maçonnerie ajourée de briques apparentes, tandis que le baptistère souterrain, situé sur le côté gauche du parvis, est accessible depuis une entrée triangulaire prismatique et éclairé par un oculus central. Cette église constitue un exemple éminent des réalisations formelles et spatiales remarquables de l’architecture moderne en Amérique latine au cours de la seconde partie du XXe siècle, incarnant la recherche de l’égalité sociale avec une utilisation économe des ressources tout en répondant aux impératifs structurels avec un grand effet esthétique.</p>;;;2021;;0;;;-55,76640833;-34,74391944;0,56;0;0;0;1;0;0;0;0;0;0;(iv);Cultural;C;Uruguay;Uruguay;Latin America and the Caribbean;Amérique latine et Caraïbes;uy;ury;0
